Date,Customer_ID,Category,Region,Device,Funnel_Stage,Stage_Order,Revenue,Order_Flag
2024-03-19,C06631,Accessories,India,Desktop,Visit,1,0,0
2024-09-04,C05793,Audio,EU,Desktop,Visit,1,0,0
2023-09-21,C07362,Mobile,EU,Desktop,View,2,0,0
2023-02-22,C02564,Laptop,EU,Desktop,Visit,1,0,0
2024-07-25,C00464,Wearables,EU,Mobile,Visit,1,0,0
2024-09-11,C06924,Laptop,EU,Mobile,Purchase,5,43188,1
2023-01-05,C01937,Accessories,EU,Mobile,Add to Cart,3,0,0
2023-04-13,C07672,Laptop,EU,Desktop,Visit,1,0,0
2023-07-15,C04132,Wearables,EU,Mobile,Visit,1,0,0
2023-12-16,C00016,Accessories,UK,Desktop,View,2,0,0
2023-02-16,C04071,Wearables,US,Mobile,View,2,0,0
2024-10-17,C00919,Laptop,US,Mobile,Add to Cart,3,0,0
2023-09-26,C06088,Accessories,EU,Mobile,Add to Cart,3,0,0
2024-01-05,C06009,Accessories,UK,Mobile,View,2,0,0
2024-09-27,C06793,Wearables,UK,Desktop,Add to Cart,3,0,0
2023-04-16,C01614,Mobile,India,Mobile,View,2,0,0
2024-10-31,C00823,Accessories,EU,Mobile,View,2,0,0
2024-10-20,C02121,Wearables,UK,Mobile,Visit,1,0,0
2024-10-18,C03392,Wearables,UK,Mobile,Visit,1,0,0
2023-04-30,C01967,Wearables,EU,Mobile,View,2,0,0
2024-08-26,C07413,Mobile,EU,Desktop,Checkout,4,0,0
2023-02-27,C01882,Audio,US,Desktop,Add to Cart,3,0,0
2023-12-12,C00740,Accessories,India,Mobile,Checkout,4,0,0
2024-04-18,C07363,Laptop,India,Desktop,Visit,1,0,0
2023-04-27,C04854,Wearables,US,Desktop,Add to Cart,3,0,0
2023-05-07,C05002,Laptop,US,Desktop,View,2,0,0
2024-01-28,C03067,Wearables,US,Desktop,View,2,0,0
2024-10-02,C07257,Wearables,India,Mobile,View,2,0,0
2023-02-27,C03844,Accessories,UK,Mobile,Visit,1,0,0
2024-09-25,C00798,Mobile,EU,Desktop,View,2,0,0
2024-05-27,C06130,Mobile,EU,Desktop,View,2,0,0
2023-04-06,C03211,Laptop,India,Desktop,Visit,1,0,0
2024-09-29,C01587,Audio,India,Desktop,View,2,0,0
2023-04-28,C03731,Mobile,EU,Desktop,Visit,1,0,0
2024-07-13,C01778,Mobile,EU,Mobile,Visit,1,0,0
2024-08-23,C05517,Audio,India,Mobile,Visit,1,0,0
2024-05-02,C07097,Mobile,UK,Mobile,View,2,0,0
2023-08-25,C02532,Accessories,US,Mobile,Visit,1,0,0
2023-09-29,C02435,Accessories,US,Desktop,Add to Cart,3,0,0
2023-07-08,C05488,Laptop,EU,Mobile,Visit,1,0,0
2024-12-04,C03918,Laptop,UK,Mobile,Add to Cart,3,0,0
2024-03-22,C04554,Laptop,India,Desktop,Purchase,5,47882,1
2024-08-03,C02470,Accessories,India,Desktop,Add to Cart,3,0,0
2023-09-04,C02280,Laptop,UK,Desktop,Visit,1,0,0
2023-03-17,C06683,Laptop,India,Desktop,View,2,0,0
2023-06-03,C01368,Accessories,India,Mobile,Visit,1,0,0
2024-10-17,C02768,Audio,EU,Mobile,Checkout,4,0,0
2024-03-10,C07306,Laptop,US,Mobile,View,2,0,0
2023-03-27,C01398,Mobile,US,Mobile,View,2,0,0
2024-11-27,C05557,Accessories,EU,Mobile,Visit,1,0,0
2023-10-12,C00155,Audio,EU,Desktop,Visit,1,0,0
2023-08-08,C06663,Mobile,EU,Mobile,Purchase,5,15209,1
2023-03-10,C03187,Mobile,EU,Desktop,Visit,1,0,0
2023-02-16,C01116,Wearables,EU,Desktop,Purchase,5,6629,1
2023-04-04,C05466,Audio,US,Mobile,Purchase,5,67662,1
2024-03-28,C03666,Wearables,India,Mobile,View,2,0,0
2023-07-23,C03597,Accessories,US,Mobile,Visit,1,0,0
2023-08-06,C06728,Audio,US,Desktop,Add to Cart,3,0,0
2024-04-18,C01115,Wearables,UK,Desktop,View,2,0,0
2024-03-07,C00700,Accessories,India,Mobile,View,2,0,0
2023-12-07,C07566,Laptop,EU,Mobile,Checkout,4,0,0
2024-07-04,C04201,Mobile,UK,Mobile,Visit,1,0,0
2024-09-03,C06956,Accessories,India,Desktop,Purchase,5,37222,1
2023-10-16,C07110,Audio,UK,Mobile,Checkout,4,0,0
2023-09-11,C00596,Mobile,EU,Mobile,Visit,1,0,0
2023-12-23,C01014,Mobile,UK,Desktop,Visit,1,0,0
2023-01-23,C00540,Accessories,UK,Desktop,Checkout,4,0,0
2024-06-05,C07447,Laptop,US,Mobile,Add to Cart,3,0,0
2023-04-10,C00012,Accessories,EU,Desktop,View,2,0,0
2023-06-29,C01944,Wearables,EU,Desktop,Visit,1,0,0
2023-08-11,C07475,Wearables,US,Desktop,Visit,1,0,0
2024-10-20,C04460,Wearables,US,Mobile,View,2,0,0
2024-03-17,C00662,Audio,India,Mobile,Add to Cart,3,0,0
2024-08-30,C05438,Accessories,EU,Desktop,Visit,1,0,0
2023-11-21,C04634,Mobile,UK,Desktop,Add to Cart,3,0,0
2024-05-30,C07382,Audio,UK,Mobile,View,2,0,0
2023-01-16,C04410,Wearables,India,Desktop,Purchase,5,44143,1
2023-12-02,C05575,Audio,EU,Mobile,Purchase,5,62682,1
2023-09-15,C01423,Mobile,India,Mobile,View,2,0,0
2024-05-11,C05872,Audio,US,Desktop,Visit,1,0,0
2023-06-09,C01246,Laptop,UK,Mobile,Add to Cart,3,0,0
2024-04-19,C00580,Wearables,UK,Desktop,Add to Cart,3,0,0
2024-10-25,C00262,Accessories,US,Mobile,View,2,0,0
2024-11-20,C00496,Wearables,US,Mobile,View,2,0,0
2024-11-05,C06767,Wearables,US,Mobile,Add to Cart,3,0,0
2024-01-15,C04226,Accessories,India,Mobile,View,2,0,0
2024-06-28,C05279,Accessories,UK,Mobile,View,2,0,0
2024-11-21,C04888,Mobile,India,Mobile,Checkout,4,0,0
2024-03-02,C07459,Mobile,UK,Desktop,Visit,1,0,0
2024-09-04,C05935,Laptop,US,Mobile,Add to Cart,3,0,0
2023-09-25,C05663,Audio,India,Mobile,Checkout,4,0,0
2024-07-30,C02137,Audio,UK,Mobile,Checkout,4,0,0
2024-02-21,C05064,Audio,UK,Mobile,Add to Cart,3,0,0
2023-06-17,C05452,Wearables,India,Desktop,Visit,1,0,0
2023-02-12,C00630,Wearables,UK,Mobile,Visit,1,0,0
2024-07-09,C00506,Accessories,India,Mobile,Add to Cart,3,0,0
2023-10-12,C07298,Laptop,India,Desktop,View,2,0,0
2024-02-01,C00207,Laptop,US,Mobile,Visit,1,0,0
2023-01-12,C03432,Audio,EU,Desktop,Visit,1,0,0
2024-08-29,C03131,Accessories,US,Desktop,View,2,0,0
2023-10-29,C07264,Audio,US,Mobile,Add to Cart,3,0,0
2023-09-10,C01855,Wearables,US,Desktop,Checkout,4,0,0
2024-05-13,C05366,Accessories,India,Mobile,View,2,0,0
2023-02-04,C05579,Audio,India,Mobile,Add to Cart,3,0,0
2024-12-27,C05265,Laptop,US,Desktop,Visit,1,0,0
2023-03-31,C07478,Mobile,India,Mobile,View,2,0,0
2024-08-27,C01661,Wearables,US,Mobile,Checkout,4,0,0
2024-08-24,C02582,Audio,UK,Mobile,View,2,0,0
2024-02-22,C07549,Accessories,US,Desktop,View,2,0,0
2023-04-25,C07521,Accessories,UK,Mobile,Add to Cart,3,0,0
2024-09-08,C04980,Audio,EU,Mobile,Add to Cart,3,0,0
2023-07-15,C05047,Laptop,UK,Mobile,Checkout,4,0,0
2024-05-15,C00285,Audio,India,Desktop,Add to Cart,3,0,0
2024-09-17,C00719,Wearables,US,Mobile,View,2,0,0
2024-05-07,C03989,Accessories,UK,Desktop,Visit,1,0,0
2023-03-16,C00502,Wearables,US,Mobile,Purchase,5,34038,1
2024-02-17,C00258,Mobile,UK,Desktop,View,2,0,0
2024-01-11,C06136,Laptop,India,Desktop,Purchase,5,78048,1
2024-02-24,C04906,Audio,India,Desktop,Visit,1,0,0
2024-12-29,C06196,Audio,India,Desktop,Checkout,4,0,0
2023-10-04,C02598,Laptop,EU,Desktop,View,2,0,0
2024-11-06,C01923,Accessories,UK,Mobile,Visit,1,0,0
2024-01-29,C06809,Audio,US,Desktop,View,2,0,0
2024-04-01,C01240,Laptop,India,Desktop,Purchase,5,52524,1
2023-07-11,C07614,Audio,UK,Desktop,Checkout,4,0,0
2024-11-19,C03295,Accessories,US,Mobile,Purchase,5,42333,1
2023-04-09,C06799,Laptop,EU,Desktop,Visit,1,0,0
2024-07-01,C03014,Accessories,UK,Mobile,Checkout,4,0,0
2023-04-06,C05225,Audio,US,Mobile,Add to Cart,3,0,0
2024-10-25,C04618,Laptop,UK,Desktop,View,2,0,0
2024-10-24,C05065,Mobile,UK,Mobile,Add to Cart,3,0,0
2023-07-09,C05874,Audio,UK,Mobile,Add to Cart,3,0,0
2023-02-06,C05097,Laptop,India,Mobile,Visit,1,0,0
2024-01-04,C00888,Mobile,UK,Mobile,Checkout,4,0,0
2024-11-25,C03455,Laptop,UK,Desktop,Purchase,5,7942,1
2024-06-08,C07282,Wearables,US,Desktop,Checkout,4,0,0
2023-10-06,C00745,Wearables,UK,Mobile,Purchase,5,35443,1
2023-08-05,C07237,Laptop,EU,Desktop,Add to Cart,3,0,0
2023-09-30,C03437,Laptop,India,Desktop,Visit,1,0,0
2023-03-03,C05164,Wearables,India,Desktop,Visit,1,0,0
2024-08-18,C01705,Audio,UK,Desktop,Purchase,5,66745,1
2024-12-29,C00211,Wearables,UK,Desktop,View,2,0,0
2023-12-08,C06420,Wearables,US,Desktop,View,2,0,0
2024-02-01,C04065,Wearables,EU,Mobile,Checkout,4,0,0
2024-11-29,C05227,Accessories,UK,Mobile,Add to Cart,3,0,0
2023-01-19,C01957,Audio,India,Desktop,Add to Cart,3,0,0
2023-06-26,C02527,Accessories,India,Mobile,View,2,0,0
2024-09-03,C01703,Audio,UK,Desktop,Purchase,5,33018,1
2024-01-31,C06349,Accessories,US,Mobile,Checkout,4,0,0
2024-03-20,C04215,Accessories,UK,Mobile,View,2,0,0
2023-08-21,C00486,Laptop,UK,Desktop,Add to Cart,3,0,0
2023-03-17,C02157,Wearables,US,Mobile,Add to Cart,3,0,0
2023-09-22,C02502,Laptop,UK,Desktop,View,2,0,0
2024-03-30,C03311,Laptop,EU,Mobile,Visit,1,0,0
2024-12-18,C05128,Laptop,US,Mobile,Purchase,5,50186,1
2024-01-19,C04608,Mobile,US,Mobile,Add to Cart,3,0,0
2024-07-17,C01067,Audio,EU,Desktop,Checkout,4,0,0
2024-05-20,C07562,Laptop,India,Desktop,Visit,1,0,0
2024-01-02,C05929,Laptop,EU,Mobile,Visit,1,0,0
2023-05-24,C04228,Mobile,UK,Mobile,Add to Cart,3,0,0
2023-03-10,C07886,Mobile,UK,Desktop,Purchase,5,20181,1
2023-04-09,C06020,Wearables,EU,Mobile,Add to Cart,3,0,0
2024-01-31,C01816,Laptop,US,Desktop,Add to Cart,3,0,0
2023-01-25,C02799,Audio,India,Mobile,Visit,1,0,0
2024-04-13,C07957,Laptop,India,Mobile,View,2,0,0
2024-04-28,C06538,Wearables,EU,Mobile,Visit,1,0,0
2024-07-18,C03630,Laptop,EU,Mobile,View,2,0,0
2023-05-31,C04057,Mobile,India,Desktop,View,2,0,0
2023-05-24,C00198,Mobile,UK,Desktop,View,2,0,0
2024-07-22,C07632,Wearables,EU,Mobile,Visit,1,0,0
2023-02-08,C07289,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-04-19,C03372,Mobile,UK,Mobile,Purchase,5,77469,1
2024-11-23,C04316,Mobile,US,Desktop,Visit,1,0,0
2023-02-11,C04964,Laptop,EU,Mobile,Visit,1,0,0
2023-07-05,C07969,Wearables,US,Mobile,Checkout,4,0,0
2024-02-02,C06238,Laptop,UK,Mobile,Checkout,4,0,0
2023-08-11,C01316,Mobile,UK,Desktop,Add to Cart,3,0,0
2024-09-25,C06297,Audio,US,Desktop,View,2,0,0
2023-05-13,C02573,Wearables,India,Desktop,View,2,0,0
2023-06-12,C06863,Laptop,US,Mobile,Checkout,4,0,0
2023-08-03,C04863,Wearables,India,Desktop,Visit,1,0,0
2023-08-23,C05542,Audio,India,Mobile,Checkout,4,0,0
2024-10-19,C01182,Accessories,EU,Mobile,View,2,0,0
2024-08-10,C03342,Mobile,US,Mobile,View,2,0,0
2023-01-09,C06962,Audio,UK,Mobile,Visit,1,0,0
2023-03-15,C07748,Accessories,US,Mobile,Visit,1,0,0
2024-05-06,C00257,Laptop,US,Mobile,Checkout,4,0,0
2023-09-10,C02749,Audio,India,Desktop,View,2,0,0
2023-08-18,C02563,Accessories,UK,Desktop,Visit,1,0,0
2024-06-02,C07405,Audio,UK,Desktop,Visit,1,0,0
2023-06-23,C06066,Accessories,US,Desktop,Checkout,4,0,0
2024-10-14,C06589,Laptop,US,Mobile,Checkout,4,0,0
2023-06-17,C06052,Laptop,UK,Desktop,Checkout,4,0,0
2023-06-19,C01668,Laptop,UK,Desktop,Visit,1,0,0
2024-01-28,C06315,Laptop,US,Mobile,Add to Cart,3,0,0
2024-09-25,C06414,Laptop,EU,Desktop,View,2,0,0
2023-07-13,C02649,Accessories,UK,Desktop,View,2,0,0
2024-05-31,C05735,Laptop,EU,Desktop,Checkout,4,0,0
2023-01-29,C00637,Audio,India,Desktop,Checkout,4,0,0
2023-06-14,C06211,Audio,UK,Desktop,Add to Cart,3,0,0
2024-02-26,C02823,Laptop,India,Mobile,Visit,1,0,0
2023-12-05,C00008,Audio,US,Mobile,View,2,0,0
2024-10-09,C01580,Laptop,EU,Mobile,Visit,1,0,0
2024-05-10,C07616,Audio,India,Desktop,Checkout,4,0,0
2023-12-31,C00135,Wearables,EU,Desktop,Visit,1,0,0
2023-12-08,C03832,Mobile,UK,Mobile,Visit,1,0,0
2024-05-14,C06960,Audio,India,Mobile,Add to Cart,3,0,0
2024-10-18,C04926,Audio,EU,Desktop,Checkout,4,0,0
2024-05-25,C04121,Mobile,UK,Mobile,Visit,1,0,0
2023-11-23,C02513,Wearables,EU,Mobile,View,2,0,0
2023-08-05,C06106,Mobile,India,Mobile,Add to Cart,3,0,0
2023-10-28,C04470,Audio,UK,Desktop,View,2,0,0
2023-05-12,C02244,Laptop,US,Desktop,Checkout,4,0,0
2023-03-11,C06848,Wearables,US,Desktop,Visit,1,0,0
2023-09-09,C06546,Audio,EU,Mobile,Add to Cart,3,0,0
2024-02-19,C02170,Laptop,UK,Desktop,View,2,0,0
2024-03-20,C04868,Laptop,EU,Mobile,Checkout,4,0,0
2023-07-01,C06033,Wearables,India,Mobile,Visit,1,0,0
2023-06-16,C04655,Audio,US,Mobile,Visit,1,0,0
2023-04-01,C03958,Accessories,India,Mobile,Visit,1,0,0
2024-12-14,C01233,Laptop,UK,Mobile,Visit,1,0,0
2024-06-14,C03373,Mobile,India,Desktop,Add to Cart,3,0,0
2023-02-08,C05721,Accessories,US,Mobile,Visit,1,0,0
2023-05-06,C00954,Mobile,UK,Mobile,View,2,0,0
2024-03-26,C01539,Wearables,EU,Desktop,Add to Cart,3,0,0
2023-06-22,C00908,Laptop,UK,Desktop,Visit,1,0,0
2024-10-14,C01681,Laptop,India,Mobile,Checkout,4,0,0
2023-08-08,C01910,Wearables,UK,Mobile,Visit,1,0,0
2024-09-29,C05654,Laptop,India,Desktop,Visit,1,0,0
2023-02-27,C05159,Accessories,India,Desktop,Purchase,5,53929,1
2024-10-21,C05927,Accessories,India,Mobile,Add to Cart,3,0,0
2024-04-20,C04090,Wearables,India,Desktop,Add to Cart,3,0,0
2024-03-31,C00619,Audio,US,Mobile,Checkout,4,0,0
2023-12-27,C07780,Laptop,US,Mobile,Add to Cart,3,0,0
2023-01-01,C05904,Accessories,India,Desktop,Checkout,4,0,0
2024-01-22,C02789,Mobile,India,Mobile,Purchase,5,54755,1
2023-12-14,C07091,Laptop,US,Desktop,Purchase,5,57849,1
2023-07-09,C01910,Accessories,US,Desktop,Purchase,5,567,1
2024-05-19,C02845,Accessories,EU,Mobile,Add to Cart,3,0,0
2023-07-10,C04302,Accessories,US,Desktop,Visit,1,0,0
2024-05-22,C04679,Audio,US,Desktop,Add to Cart,3,0,0
2024-01-04,C05801,Wearables,India,Desktop,Visit,1,0,0
2024-02-13,C00697,Audio,UK,Mobile,Visit,1,0,0
2023-04-27,C06556,Mobile,US,Mobile,Visit,1,0,0
2023-05-14,C03405,Mobile,India,Mobile,View,2,0,0
2023-02-27,C04304,Wearables,UK,Desktop,Checkout,4,0,0
2024-07-09,C00405,Wearables,US,Mobile,Visit,1,0,0
2024-11-15,C02436,Accessories,US,Mobile,Visit,1,0,0
2024-11-02,C01511,Mobile,US,Desktop,Add to Cart,3,0,0
2023-06-22,C07550,Accessories,EU,Mobile,Visit,1,0,0
2023-05-29,C04963,Wearables,EU,Desktop,View,2,0,0
2023-03-21,C06004,Mobile,India,Mobile,Visit,1,0,0
2023-08-01,C02319,Accessories,India,Desktop,View,2,0,0
2023-07-22,C04089,Laptop,UK,Desktop,View,2,0,0
2023-08-17,C02485,Laptop,UK,Mobile,Purchase,5,1701,1
2024-11-06,C00858,Accessories,EU,Mobile,View,2,0,0
2023-08-15,C07598,Audio,India,Mobile,Purchase,5,38492,1
2024-10-20,C07815,Accessories,India,Desktop,View,2,0,0
2024-06-15,C03730,Mobile,US,Mobile,Visit,1,0,0
2024-03-16,C02393,Wearables,EU,Mobile,Purchase,5,67448,1
2024-02-06,C04069,Accessories,US,Mobile,View,2,0,0
2023-02-16,C06293,Mobile,EU,Desktop,View,2,0,0
2023-08-21,C06772,Mobile,US,Mobile,Visit,1,0,0
2023-11-01,C07560,Laptop,EU,Desktop,Add to Cart,3,0,0
2024-06-09,C04283,Accessories,US,Mobile,Checkout,4,0,0
2023-05-23,C00020,Audio,US,Mobile,Visit,1,0,0
2024-02-19,C05458,Audio,US,Desktop,Visit,1,0,0
2024-05-27,C02421,Wearables,EU,Mobile,Purchase,5,54728,1
2024-01-08,C03027,Wearables,US,Desktop,View,2,0,0
2024-07-19,C07924,Laptop,EU,Desktop,Purchase,5,60546,1
2023-09-16,C00067,Accessories,US,Desktop,Add to Cart,3,0,0
2024-10-17,C05559,Wearables,US,Mobile,Checkout,4,0,0
2024-04-15,C03134,Accessories,US,Mobile,Add to Cart,3,0,0
2023-01-12,C03558,Audio,US,Mobile,Visit,1,0,0
2023-11-26,C00786,Mobile,India,Desktop,Add to Cart,3,0,0
2023-12-24,C06095,Audio,US,Mobile,View,2,0,0
2024-02-12,C06766,Laptop,UK,Mobile,Visit,1,0,0
2024-10-29,C07736,Accessories,UK,Mobile,Checkout,4,0,0
2024-01-08,C02133,Mobile,India,Mobile,Purchase,5,69255,1
2023-01-08,C01430,Mobile,India,Mobile,Add to Cart,3,0,0
2023-05-02,C07944,Laptop,India,Desktop,Visit,1,0,0
2023-12-14,C01419,Mobile,EU,Desktop,View,2,0,0
2024-11-06,C03691,Accessories,UK,Desktop,View,2,0,0
2023-03-31,C01548,Audio,India,Desktop,Checkout,4,0,0
2024-10-09,C04272,Accessories,India,Desktop,Add to Cart,3,0,0
2024-11-28,C00359,Wearables,US,Desktop,Visit,1,0,0
2023-11-12,C06975,Mobile,UK,Mobile,Visit,1,0,0
2023-06-27,C01563,Mobile,UK,Mobile,View,2,0,0
2024-06-23,C04387,Accessories,India,Mobile,Add to Cart,3,0,0
2023-02-10,C02178,Laptop,India,Desktop,Add to Cart,3,0,0
2024-12-04,C03811,Accessories,UK,Desktop,Checkout,4,0,0
2024-05-16,C00479,Audio,US,Desktop,Visit,1,0,0
2023-05-25,C00648,Laptop,US,Desktop,Checkout,4,0,0
2023-07-20,C06676,Mobile,UK,Mobile,Visit,1,0,0
2024-12-24,C00264,Mobile,India,Mobile,View,2,0,0
2024-04-05,C07103,Laptop,India,Desktop,Visit,1,0,0
2024-07-11,C03743,Laptop,UK,Desktop,Visit,1,0,0
2024-06-30,C06647,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-09-10,C07328,Mobile,India,Desktop,Add to Cart,3,0,0
2024-01-25,C02957,Mobile,UK,Desktop,View,2,0,0
2024-08-16,C01562,Mobile,UK,Desktop,Add to Cart,3,0,0
2023-09-13,C05201,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-12-09,C01437,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-03-25,C06619,Accessories,India,Mobile,Add to Cart,3,0,0
2023-01-10,C07032,Accessories,India,Desktop,Visit,1,0,0
2023-08-30,C02006,Accessories,EU,Desktop,Add to Cart,3,0,0
2023-09-08,C06162,Laptop,India,Desktop,Checkout,4,0,0
2023-01-05,C03141,Mobile,EU,Mobile,View,2,0,0
2023-04-29,C00908,Accessories,US,Mobile,View,2,0,0
2024-01-09,C00130,Laptop,India,Desktop,Visit,1,0,0
2023-03-06,C00938,Audio,UK,Mobile,Checkout,4,0,0
2023-05-26,C03719,Wearables,US,Desktop,View,2,0,0
2023-08-12,C00815,Audio,US,Mobile,View,2,0,0
2023-08-27,C03963,Audio,US,Mobile,Checkout,4,0,0
2023-06-26,C05850,Wearables,EU,Desktop,View,2,0,0
2023-10-09,C03382,Laptop,UK,Desktop,View,2,0,0
2023-03-04,C05607,Wearables,UK,Mobile,Visit,1,0,0
2023-08-05,C00015,Laptop,US,Mobile,Add to Cart,3,0,0
2024-11-19,C05616,Audio,US,Mobile,View,2,0,0
2024-04-05,C02038,Wearables,US,Desktop,Purchase,5,69887,1
2024-09-01,C05306,Audio,US,Desktop,Checkout,4,0,0
2023-04-15,C03489,Wearables,UK,Mobile,Visit,1,0,0
2023-04-09,C05103,Wearables,EU,Mobile,Add to Cart,3,0,0
2024-05-25,C00707,Mobile,India,Desktop,Add to Cart,3,0,0
2024-01-20,C00703,Accessories,US,Desktop,Checkout,4,0,0
2024-02-09,C04842,Accessories,US,Desktop,Purchase,5,35444,1
2024-06-01,C06576,Audio,US,Desktop,View,2,0,0
2024-04-20,C07234,Audio,US,Desktop,Checkout,4,0,0
2024-12-09,C07249,Audio,EU,Desktop,Checkout,4,0,0
2024-10-06,C06081,Mobile,EU,Mobile,Add to Cart,3,0,0
2024-03-12,C04132,Mobile,UK,Mobile,Visit,1,0,0
2023-01-23,C04843,Audio,India,Mobile,Visit,1,0,0
2024-07-18,C06161,Mobile,US,Mobile,Add to Cart,3,0,0
2024-11-07,C06658,Wearables,EU,Mobile,Purchase,5,78994,1
2024-12-14,C06177,Wearables,India,Mobile,Visit,1,0,0
2024-04-02,C06493,Wearables,US,Mobile,Checkout,4,0,0
2023-03-24,C05500,Accessories,India,Mobile,Purchase,5,13897,1
2023-05-25,C02556,Wearables,India,Desktop,Visit,1,0,0
2023-03-26,C04742,Accessories,India,Desktop,Visit,1,0,0
2023-03-19,C02987,Wearables,UK,Desktop,View,2,0,0
2024-04-01,C03940,Audio,US,Mobile,View,2,0,0
2023-01-01,C04952,Accessories,EU,Desktop,Visit,1,0,0
2023-02-20,C03339,Mobile,India,Mobile,Purchase,5,23302,1
2024-11-15,C00517,Accessories,US,Mobile,Visit,1,0,0
2024-12-17,C00798,Laptop,US,Mobile,Visit,1,0,0
2024-03-21,C06026,Accessories,EU,Mobile,Visit,1,0,0
2024-03-24,C00485,Wearables,EU,Mobile,View,2,0,0
2024-05-02,C07515,Wearables,UK,Desktop,Add to Cart,3,0,0
2023-02-03,C03675,Wearables,UK,Desktop,Visit,1,0,0
2023-12-14,C02712,Mobile,UK,Desktop,Purchase,5,49698,1
2023-04-05,C00443,Audio,India,Mobile,Checkout,4,0,0
2023-03-13,C06522,Accessories,EU,Mobile,Purchase,5,34217,1
2024-07-04,C01654,Mobile,UK,Mobile,View,2,0,0
2023-06-03,C01014,Laptop,India,Desktop,Visit,1,0,0
2023-09-07,C00963,Accessories,US,Desktop,Add to Cart,3,0,0
2024-11-04,C00573,Wearables,US,Mobile,Visit,1,0,0
2024-03-13,C04454,Mobile,EU,Mobile,View,2,0,0
2023-04-28,C06682,Mobile,UK,Desktop,Visit,1,0,0
2023-11-02,C04717,Accessories,US,Desktop,Add to Cart,3,0,0
2023-09-25,C06000,Mobile,India,Mobile,Purchase,5,35183,1
2023-02-23,C01831,Mobile,EU,Mobile,View,2,0,0
2023-08-24,C07378,Mobile,India,Desktop,Visit,1,0,0
2024-01-24,C03843,Accessories,UK,Mobile,Visit,1,0,0
2024-02-05,C04902,Wearables,UK,Desktop,Visit,1,0,0
2024-09-15,C05162,Mobile,EU,Desktop,Visit,1,0,0
2023-10-30,C00816,Mobile,EU,Desktop,View,2,0,0
2023-07-26,C06157,Audio,UK,Mobile,Visit,1,0,0
2023-08-17,C05721,Laptop,UK,Desktop,Visit,1,0,0
2024-07-31,C03672,Audio,EU,Mobile,View,2,0,0
2023-03-16,C06968,Wearables,UK,Desktop,Visit,1,0,0
2024-03-10,C02537,Audio,US,Desktop,View,2,0,0
2023-04-13,C01211,Accessories,UK,Mobile,Visit,1,0,0
2024-02-26,C03135,Audio,US,Desktop,Visit,1,0,0
2024-12-04,C05456,Accessories,UK,Mobile,Purchase,5,14528,1
2023-11-02,C00555,Audio,EU,Mobile,Add to Cart,3,0,0
2023-04-08,C02793,Audio,US,Desktop,Visit,1,0,0
2023-12-01,C05866,Laptop,UK,Mobile,View,2,0,0
2024-03-10,C06219,Accessories,US,Desktop,View,2,0,0
2024-03-22,C06909,Wearables,EU,Desktop,Purchase,5,22764,1
2023-11-04,C04921,Mobile,UK,Desktop,Visit,1,0,0
2023-09-06,C05269,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-06-15,C04063,Audio,EU,Desktop,Purchase,5,17453,1
2024-04-25,C03766,Wearables,India,Mobile,Add to Cart,3,0,0
2023-12-01,C04303,Audio,India,Mobile,Checkout,4,0,0
2024-06-25,C06837,Audio,US,Mobile,Add to Cart,3,0,0
2023-04-16,C07853,Mobile,EU,Desktop,Visit,1,0,0
2024-07-16,C01265,Laptop,US,Mobile,View,2,0,0
2023-03-22,C06820,Laptop,UK,Desktop,Visit,1,0,0
2023-05-13,C06719,Mobile,UK,Desktop,View,2,0,0
2023-05-18,C00894,Wearables,UK,Desktop,View,2,0,0
2023-07-03,C07403,Accessories,UK,Mobile,Add to Cart,3,0,0
2024-02-05,C02173,Mobile,India,Mobile,Visit,1,0,0
2023-11-26,C02305,Audio,UK,Mobile,View,2,0,0
2024-05-22,C03164,Laptop,India,Desktop,Add to Cart,3,0,0
2023-03-10,C04833,Laptop,EU,Mobile,View,2,0,0
2024-06-29,C07875,Wearables,EU,Desktop,Checkout,4,0,0
2023-02-22,C03959,Accessories,EU,Mobile,Add to Cart,3,0,0
2024-03-25,C07375,Mobile,US,Mobile,Add to Cart,3,0,0
2023-07-24,C05537,Audio,US,Desktop,View,2,0,0
2023-05-06,C04384,Audio,India,Desktop,Visit,1,0,0
2023-02-12,C01239,Accessories,US,Desktop,Add to Cart,3,0,0
2023-04-21,C07866,Wearables,UK,Mobile,Visit,1,0,0
2024-10-24,C06782,Accessories,US,Desktop,Checkout,4,0,0
2023-07-02,C01818,Wearables,US,Mobile,Purchase,5,22789,1
2023-04-05,C00767,Wearables,India,Desktop,Add to Cart,3,0,0
2024-01-09,C02560,Mobile,EU,Mobile,Visit,1,0,0
2024-06-03,C00573,Mobile,US,Desktop,Checkout,4,0,0
2023-12-26,C04464,Audio,UK,Desktop,Visit,1,0,0
2024-11-26,C05521,Laptop,UK,Mobile,View,2,0,0
2023-10-08,C05321,Wearables,India,Desktop,Visit,1,0,0
2023-07-14,C07749,Audio,India,Mobile,Add to Cart,3,0,0
2023-07-14,C02333,Laptop,EU,Mobile,View,2,0,0
2024-10-28,C02111,Audio,UK,Desktop,Purchase,5,60894,1
